Message,timestamp,data
"{'mot': [33, 0, 0.714833, 0.171875, 0.609375, -0.296875, 1.000015, 0.156252, -0.187503, -76.563667, -21.916704, 38.281834], 'time': 1683167633.9144}",2023-05-03 19:33:53.935206+00:00,500.4742563561665 499.86174221481247
"{'mot': [34, 0, 0.731377, 0.21875, 0.546875, -0.34375, 1.000015, 0.156252, -0.187503, -76.563667, -19.725033, 38.281834], 'time': 1683167633.9301}",2023-05-03 19:33:53.935324+00:00,500.4742563561665 499.86174221481247
"{'pow': [4.673, 14.756, 2.559, 1.012, 0.468, 1.443, 0.753, 0.95, 0.443, 0.16, 15.493, 28.733, 1.725, 1.42, 0.382, 6.982, 10.064, 1.71, 1.191, 0.314, 8.54, 20.345, 1.502, 1.103, 0.379], 'time': 1683167633.9301}",2023-05-03 19:33:53.935458+00:00,500.4742563561665 499.86174221481247
"{'signal': 1.0, 'dev': [4, 4, 4, 4, 4, 100], 'batteryPercent': 80, 'time': 1683167633.9301}",2023-05-03 19:33:53.935551+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.8988}",2023-05-03 19:33:53.935639+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.9301}",2023-05-03 19:33:53.935722+00:00,500.4742563561665 499.86174221481247
"{'mot': [35, 0, 0.714833, 0.171875, 0.609375, -0.296875, 1.000015, 0.156252, -0.187503, -76.563667, -21.580713, 38.281834], 'time': 1683167633.9457}",2023-05-03 19:33:53.974037+00:00,500.4742563561665 499.86174221481247
"{'mot': [36, 0, 0.527329, 0.4375, 0.421875, -0.59375, 1.000015, 0.156252, -0.187503, -76.563667, -19.422642, 38.281834], 'time': 1683167633.9613}",2023-05-03 19:33:53.974178+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.9613}",2023-05-03 19:33:53.974269+00:00,500.4742563561665 499.86174221481247
"{'mot': [37, 0, 0.996821, 0.0, 0.078125, 0.015625, 1.000015, 0.156252, -0.187503, -76.563667, -17.480377, 38.281834], 'time': 1683167633.9769}",2023-05-03 19:33:53.994570+00:00,500.4742563561665 499.86174221481247
"{'mot': [38, 0, 0.994001, -0.03125, 0.09375, 0.046875, 1.000015, 0.156252, -0.187503, -76.563667, -15.73234, 38.281834], 'time': 1683167633.9926}",2023-05-03 19:33:53.994704+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.9926}",2023-05-03 19:33:53.994789+00:00,500.4742563561665 499.86174221481247
"{'mot': [39, 0, 0.98611, -0.0625, 0.140625, 0.0625, 1.000015, 0.156252, -0.187503, -76.563667, -14.159106, 38.281834], 'time': 1683167634.0082}",2023-05-03 19:33:54.033944+00:00,500.4742563561665 499.86174221481247
"{'mot': [40, 0, 0.97177, -0.0625, 0.21875, 0.0625, 1.000015, 0.156252, -0.187503, -76.563667, -12.743196, 38.281834], 'time': 1683167634.0238}",2023-05-03 19:33:54.034090+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.0238}",2023-05-03 19:33:54.034201+00:00,500.4742563561665 499.86174221481247
"{'mot': [41, 0, 0.937891, 0.0, 0.34375, -0.046875, 1.000015, 0.156252, -0.187503, -76.563667, -15.297059, 38.281834], 'time': 1683167634.0394}",2023-05-03 19:33:54.073955+00:00,500.4742563561665 499.86174221481247
"{'mot': [42, 0, 0.769125, 0.25, 0.453125, -0.375, 1.000015, 0.156252, -0.187503, -76.563667, -13.767353, 38.281834], 'time': 1683167634.0551}",2023-05-03 19:33:54.074090+00:00,500.4742563561665 499.86174221481247
"{'mot': [43, 0, 0.737526, 0.15625, 0.59375, -0.28125, 0.968765, 0.156252, -0.187503, -76.563667, -12.390618, 38.281834], 'time': 1683167634.0707}",2023-05-03 19:33:54.074195+00:00,500.4742563561665 499.86174221481247
"{'pow': [4.569, 15.173, 2.816, 1.2, 0.461, 1.529, 0.898, 1.055, 0.426, 0.171, 15.827, 32.137, 2.365, 1.655, 0.361, 8.33, 10.644, 2.153, 1.543, 0.344, 10.011, 21.212, 1.615, 1.183, 0.431], 'time': 1683167634.0551}",2023-05-03 19:33:54.074319+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.0551}",2023-05-03 19:33:54.074405+00:00,500.4742563561665 499.86174221481247
"{'mot': [44, 0, 0.499756, 0.421875, 0.46875, -0.59375, 0.968765, 0.156252, -0.187503, -76.563667, -11.151556, 38.281834], 'time': 1683167634.0863}",2023-05-03 19:33:54.114082+00:00,500.4742563561665 499.86174221481247
"{'mot': [45, 0, 0.996699, -0.015625, 0.078125, 0.015625, 1.000015, 0.156252, -0.187503, -76.563667, -10.036401, 38.281834], 'time': 1683167634.1019}",2023-05-03 19:33:54.114224+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.0863}",2023-05-03 19:33:54.114308+00:00,500.4742563561665 499.86174221481247
"{'mot': [46, 0, 0.990926, -0.046875, 0.109375, 0.0625, 0.968765, 0.156252, -0.187503, -76.563667, -12.860944, 38.281834], 'time': 1683167634.1176}",2023-05-03 19:33:54.134536+00:00,500.4742563561665 499.86174221481247
"{'mot': [47, 0, 0.982637, -0.0625, 0.15625, 0.078125, 1.000015, 0.156252, -0.187503, -76.563667, -15.403033, 38.281834], 'time': 1683167634.1332}",2023-05-03 19:33:54.134660+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.1176}",2023-05-03 19:33:54.134741+00:00,500.4742563561665 499.86174221481247
"{'mot': [48, 0, 0.965089, -0.0625, 0.25, 0.046875, 1.000015, 0.156252, -0.187503, -76.563667, -17.690912, 38.281834], 'time': 1683167634.1488}",2023-05-03 19:33:54.174055+00:00,500.4742563561665 499.86174221481247
"{'mot': [49, 0, 0.907596, 0.0625, 0.390625, -0.140625, 1.000015, 0.156252, -0.187503, -76.563667, -19.750006, 38.281834], 'time': 1683167634.1644}",2023-05-03 19:33:54.174180+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.1488}",2023-05-03 19:33:54.174262+00:00,500.4742563561665 499.86174221481247
"{'mot': [50, 0, 0.664751, 0.34375, 0.453125, -0.484375, 1.000015, 0.156252, -0.187503, -76.563667, -21.603188, 38.281834], 'time': 1683167634.1801}",2023-05-03 19:33:54.214168+00:00,500.4742563561665 499.86174221481247
"{'mot': [51, 0, 0.802675, -0.03125, 0.59375, -0.046875, 0.968765, 0.156252, -0.187503, -76.563667, -19.442869, 38.281834], 'time': 1683167634.1957}",2023-05-03 19:33:54.214291+00:00,500.4742563561665 499.86174221481247
"{'mot': [52, 0, 0.98301, 0.109375, 0.078125, -0.125, 1.000015, 0.156252, -0.187503, -76.563667, -17.498583, 38.281834], 'time': 1683167634.2113}",2023-05-03 19:33:54.214431+00:00,500.4742563561665 499.86174221481247
"{'pow': [4.301, 15.093, 2.977, 1.381, 0.443, 1.542, 1.091, 1.1, 0.417, 0.19, 14.77, 33.018, 2.996, 1.778, 0.34, 9.192, 11.045, 2.461, 1.81, 0.364, 10.791, 21.462, 1.731, 1.22, 0.476], 'time': 1683167634.1801}",2023-05-03 19:33:54.214549+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.1801}",2023-05-03 19:33:54.214629+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.2113}",2023-05-03 19:33:54.214701+00:00,500.4742563561665 499.86174221481247
"{'mot': [53, 0, 0.954405, 0.1875, 0.078125, -0.21875, 1.000015, 0.156252, -0.187503, -76.563667, -19.576908, 38.281834], 'time': 1683167634.2269}",2023-05-03 19:33:54.254603+00:00,500.4742563561665 499.86174221481247
"{'mot': [54, 0, 0.907192, 0.234375, 0.15625, -0.3125, 1.000015, 0.156252, -0.187503, -76.563667, -17.619217, 38.281834], 'time': 1683167634.2426}",2023-05-03 19:33:54.254769+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.2426}",2023-05-03 19:33:54.254873+00:00,500.4742563561665 499.86174221481247
"{'mot': [55, 0, 0.838962, 0.21875, 0.375, -0.328125, 1.000015, 0.156252, -0.187503, -76.563667, -15.857295, 38.281834], 'time': 1683167634.2582}",2023-05-03 19:33:54.294051+00:00,500.4742563561665 499.86174221481247
"{'mot': [56, 0, 0.790261, 0.078125, 0.578125, -0.1875, 1.000015, 0.156252, -0.218753, -76.563667, -14.271565, 38.281834], 'time': 1683167634.2738}",2023-05-03 19:33:54.294206+00:00,500.4742563561665 499.86174221481247
"{'mot': [57, 0, 0.571755, 0.4375, 0.359375, -0.59375, 1.000015, 0.156252, -0.218753, -76.563667, -12.844409, 38.281834], 'time': 1683167634.2894}",2023-05-03 19:33:54.294335+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.2738}",2023-05-03 19:33:54.294441+00:00,500.4742563561665 499.86174221481247
"{'mot': [58, 0, 0.963823, -0.015625, 0.265625, -0.015625, 1.000015, 0.156252, -0.187503, -76.563667, -11.559968, 38.281834], 'time': 1683167634.3051}",2023-05-03 19:33:54.314829+00:00,500.4742563561665 499.86174221481247
"{'pow': [3.856, 14.465, 2.898, 1.486, 0.418, 1.436, 1.279, 1.066, 0.413, 0.215, 12.491, 31.42, 3.439, 1.726, 0.323, 9.249, 11.131, 2.522, 1.898, 0.365, 10.515, 20.999, 1.791, 1.192, 0.5], 'time': 1683167634.3051}",2023-05-03 19:33:54.315019+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.3051}",2023-05-03 19:33:54.315126+00:00,500.4742563561665 499.86174221481247
"{'mot': [59, 0, 0.926366, -0.015625, 0.375, -0.03125, 0.968765, 0.156252, -0.187503, -76.563667, -10.403972, 38.281834], 'time': 1683167634.3207}",2023-05-03 19:33:54.354236+00:00,500.4742563561665 499.86174221481247
"{'mot': [60, 0, 0.571755, 0.4375, 0.359375, -0.59375, 1.000015, 0.156252, -0.218753, -76.563667, -9.363574, 38.281834], 'time': 1683167634.3363}",2023-05-03 19:33:54.354389+00:00,500.4742563561665 499.86174221481247
"{'mot': [61, 0, 0.72197, 0.28125, 0.484375, -0.40625, 0.968765, 0.187503, -0.187503, -76.563667, -8.427217, 38.281834], 'time': 1683167634.3519}",2023-05-03 19:33:54.354566+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.3363}",2023-05-03 19:33:54.354712+00:00,500.4742563561665 499.86174221481247
"{'mot': [62, 0, 0.736533, 0.109375, 0.625, -0.234375, 0.968765, 0.156252, -0.187503, -76.563667, -11.412679, 38.281834], 'time': 1683167634.3676}",2023-05-03 19:33:54.393647+00:00,500.4742563561665 499.86174221481247
"{'mot': [63, 0, 0.728199, 0.375, 0.28125, -0.5, 0.968765, 0.156252, -0.187503, -76.563667, -10.271411, 38.281834], 'time': 1683167634.3832}",2023-05-03 19:33:54.393793+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.3676}",2023-05-03 19:33:54.393894+00:00,500.4742563561665 499.86174221481247
"{'mot': [0, 0, 0.747881, 0.09375, 0.625, -0.203125, 0.968765, 0.156252, -0.218753, -76.563667, -13.072453, 38.281834], 'time': 1683167634.3988}",2023-05-03 19:33:54.434825+00:00,500.4742563561665 499.86174221481247
"{'mot': [1, 0, 0.72197, 0.375, 0.296875, -0.5, 1.000015, 0.156252, -0.187503, -76.563667, -15.593391, 38.281834], 'time': 1683167634.4144}",2023-05-03 19:33:54.434955+00:00,500.4742563561665 499.86174221481247
"{'mot': [2, 0, 0.753734, 0.078125, 0.625, -0.1875, 1.000015, 0.156252, -0.187503, -76.563667, -17.862236, 38.281834], 'time': 1683167634.4301}",2023-05-03 19:33:54.435062+00:00,500.4742563561665 499.86174221481247
"{'pow': [3.288, 13.228, 2.541, 1.472, 0.39, 1.238, 1.42, 0.976, 0.404, 0.237, 9.644, 28.126, 3.586, 1.509, 0.311, 8.539, 10.782, 2.29, 1.796, 0.343, 9.19, 19.669, 1.751, 1.1, 0.5], 'time': 1683167634.4301}",2023-05-03 19:33:54.435192+00:00,500.4742563561665 499.86174221481247
"{'signal': 1.0, 'dev': [4, 4, 4, 4, 4, 100], 'batteryPercent': 80, 'time': 1683167634.4301}",2023-05-03 19:33:54.435279+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.3988}",2023-05-03 19:33:54.435363+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.4301}",2023-05-03 19:33:54.435444+00:00,500.4742563561665 499.86174221481247
"{'mot': [3, 0, 0.812049, 0.328125, 0.234375, -0.421875, 1.000015, 0.156252, -0.187503, -76.563667, -16.076012, 38.281834], 'time': 1683167634.4457}",2023-05-03 19:33:54.473929+00:00,500.4742563561665 499.86174221481247
"{'mot': [4, 0, 0.735869, 0.203125, 0.546875, -0.34375, 0.968765, 0.156252, -0.187503, -76.563667, -14.46841, 38.281834], 'time': 1683167634.4613}",2023-05-03 19:33:54.474073+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.4613}",2023-05-03 19:33:54.474175+00:00,500.4742563561665 499.86174221481247
"{'mot': [5, 0, 0.6859, 0.21875, 0.59375, -0.359375, 0.968765, 0.156252, -0.187503, -76.563667, -13.021569, 38.281834], 'time': 1683167634.4769}",2023-05-03 19:33:54.494196+00:00,500.4742563561665 499.86174221481247
"{'mot': [6, 0, 0.598868, 0.328125, 0.546875, -0.484375, 0.968765, 0.156252, -0.218753, -76.563667, -11.719413, 38.281834], 'time': 1683167634.4926}",2023-05-03 19:33:54.494323+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.4926}",2023-05-03 19:33:54.494405+00:00,500.4742563561665 499.86174221481247
"{'mot': [7, 0, 0.824876, -0.046875, 0.5625, -0.03125, 1.000015, 0.187503, -0.187503, -76.563667, -10.547471, 38.281834], 'time': 1683167634.5082}",2023-05-03 19:33:54.533985+00:00,500.4742563561665 499.86174221481247
"{'mot': [8, 0, 0.964076, 0.140625, 0.125, -0.1875, 1.000015, 0.156252, -0.187503, -76.563667, -13.320908, 38.281834], 'time': 1683167634.5238}",2023-05-03 19:33:54.534164+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.5238}",2023-05-03 19:33:54.534278+00:00,500.4742563561665 499.86174221481247
"{'mot': [9, 0, 0.914963, 0.234375, 0.140625, -0.296875, 1.000015, 0.156252, -0.187503, -76.563667, -15.817, 38.281834], 'time': 1683167634.5394}",2023-05-03 19:33:54.574730+00:00,500.4742563561665 499.86174221481247
"{'mot': [10, 0, 0.849517, 0.25, 0.3125, -0.34375, 0.968765, 0.156252, -0.218753, -76.563667, -14.2353, 38.281834], 'time': 1683167634.5551}",2023-05-03 19:33:54.574861+00:00,500.4742563561665 499.86174221481247
"{'mot': [11, 0, 0.801457, 0.078125, 0.5625, -0.1875, 0.968765, 0.156252, -0.187503, -76.563667, -12.81177, 38.281834], 'time': 1683167634.5707}",2023-05-03 19:33:54.574960+00:00,500.4742563561665 499.86174221481247
"{'pow': [2.741, 11.476, 2.039, 1.349, 0.367, 0.969, 1.486, 0.881, 0.383, 0.251, 7.089, 24.217, 3.421, 1.206, 0.307, 7.33, 10.028, 1.848, 1.582, 0.31, 7.225, 17.474, 1.654, 0.966, 0.489], 'time': 1683167634.5551}",2023-05-03 19:33:54.575077+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.5551}",2023-05-03 19:33:54.575159+00:00,500.4742563561665 499.86174221481247
"{'mot': [12, 0, 0.508233, 0.453125, 0.40625, -0.609375, 0.968765, 0.156252, -0.187503, -76.563667, -15.358777, 38.281834], 'time': 1683167634.5863}",2023-05-03 19:33:54.614121+00:00,500.4742563561665 499.86174221481247
"{'mot': [13, 0, 0.981643, -0.03125, 0.1875, 0.015625, 0.968765, 0.156252, -0.187503, -76.563667, -17.651083, 38.281834], 'time': 1683167634.6019}",2023-05-03 19:33:54.614278+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.5863}",2023-05-03 19:33:54.614372+00:00,500.4742563561665 499.86174221481247
"{'mot': [14, 0, 0.958871, -0.078125, 0.265625, 0.0625, 1.000015, 0.156252, -0.187503, -76.563667, -15.885974, 38.281834], 'time': 1683167634.6176}",2023-05-03 19:33:54.634452+00:00,500.4742563561665 499.86174221481247
"{'mot': [15, 0, 0.906654, 0.03125, 0.40625, -0.109375, 0.968765, 0.156252, -0.187503, -76.563667, -14.297377, 38.281834], 'time': 1683167634.6332}",2023-05-03 19:33:54.634597+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.6176}",2023-05-03 19:33:54.634720+00:00,500.4742563561665 499.86174221481247
"{'mot': [16, 0, 0.597848, 0.375, 0.46875, -0.53125, 0.968765, 0.156252, -0.218753, -76.563667, -16.695822, 38.281834], 'time': 1683167634.6488}",2023-05-03 19:33:54.673943+00:00,500.4742563561665 499.86174221481247
"{'mot': [17, 0, 0.863767, -0.0625, 0.5, 0.0, 0.968765, 0.156252, -0.187503, -76.563667, -18.854424, 38.281834], 'time': 1683167634.6644}",2023-05-03 19:33:54.674073+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.6488}",2023-05-03 19:33:54.674154+00:00,500.4742563561665 499.86174221481247
"{'mot': [18, 0, 0.906654, 0.03125, 0.40625, -0.109375, 0.968765, 0.156252, -0.187503, -76.563667, -16.968981, 38.281834], 'time': 1683167634.6801}",2023-05-03 19:33:54.713875+00:00,500.4742563561665 499.86174221481247
"{'mot': [19, 0, 0.863767, -0.0625, 0.5, 0.0, 0.968765, 0.156252, -0.187503, -76.563667, -19.100267, 38.281834], 'time': 1683167634.6957}",2023-05-03 19:33:54.714023+00:00,500.4742563561665 499.86174221481247
"{'mot': [20, 0, 0.597439, 0.390625, 0.4375, -0.546875, 1.000015, 0.156252, -0.187503, -76.563667, -17.190241, 38.281834], 'time': 1683167634.7113}",2023-05-03 19:33:54.714159+00:00,500.4742563561665 499.86174221481247
"{'pow': [2.348, 9.527, 1.601, 1.185, 0.358, 0.737, 1.48, 0.834, 0.353, 0.256, 5.576, 20.599, 3.071, 0.933, 0.314, 6.071, 9.034, 1.403, 1.389, 0.286, 5.236, 14.735, 1.653, 0.839, 0.492], 'time': 1683167634.6801}",2023-05-03 19:33:54.714309+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.6801}",2023-05-03 19:33:54.714417+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.7113}",2023-05-03 19:33:54.714498+00:00,500.4742563561665 499.86174221481247
"{'mot': [21, 0, 0.85496, -0.046875, 0.515625, -0.03125, 1.000015, 0.187503, -0.187503, -76.563667, -15.471216, 38.281834], 'time': 1683167634.7269}",2023-05-03 19:33:54.754149+00:00,500.4742563561665 499.86174221481247
"{'mot': [22, 0, 0.571969, 0.40625, 0.4375, -0.5625, 0.968765, 0.156252, -0.218753, -76.563667, -13.924094, 38.281834], 'time': 1683167634.7426}",2023-05-03 19:33:54.754285+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.7426}",2023-05-03 19:33:54.754378+00:00,500.4742563561665 499.86174221481247
"{'mot': [23, 0, 0.905441, -0.046875, 0.421875, 0.0, 1.000015, 0.156252, -0.187503, -76.563667, -12.531685, 38.281834], 'time': 1683167634.7582}",2023-05-03 19:33:54.793926+00:00,500.4742563561665 499.86174221481247
"{'mot': [24, 0, 0.668779, 0.28125, 0.53125, -0.4375, 0.968765, 0.156252, -0.187503, -76.563667, -11.278517, 38.281834], 'time': 1683167634.7738}",2023-05-03 19:33:54.794088+00:00,500.4742563561665 499.86174221481247
"{'mot': [25, 0, 0.728869, 0.125, 0.625, -0.25, 1.000015, 0.156252, -0.187503, -76.563667, -13.978848, 38.281834], 'time': 1683167634.7894}",2023-05-03 19:33:54.794236+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.7738}",2023-05-03 19:33:54.794360+00:00,500.4742563561665 499.86174221481247
"{'mot': [26, 0, 0.690689, 0.390625, 0.296875, -0.53125, 0.968765, 0.156252, -0.187503, -76.563667, -16.409147, 38.281834], 'time': 1683167634.8051}",2023-05-03 19:33:54.814523+00:00,500.4742563561665 499.86174221481247
"{'pow': [2.176, 7.777, 1.38, 1.069, 0.371, 0.589, 1.416, 0.85, 0.323, 0.256, 5.321, 17.723, 2.677, 0.788, 0.333, 5.169, 7.996, 1.154, 1.324, 0.293, 3.736, 12.007, 1.872, 0.777, 0.538], 'time': 1683167634.8051}",2023-05-03 19:33:54.814685+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.8051}",2023-05-03 19:33:54.814782+00:00,500.4742563561665 499.86174221481247
"{'mot': [27, 0, 0.772608, 0.046875, 0.609375, -0.171875, 1.000015, 0.156252, -0.187503, -76.563667, -18.596415, 38.281834], 'time': 1683167634.8207}",2023-05-03 19:33:54.853814+00:00,500.4742563561665 499.86174221481247
"{'mot': [28, 0, 0.740335, 0.359375, 0.296875, -0.484375, 1.000015, 0.156252, -0.187503, -76.563667, -16.736774, 38.281834], 'time': 1683167634.8363}",2023-05-03 19:33:54.853988+00:00,500.4742563561665 499.86174221481247
"{'mot': [29, 0, 0.736533, 0.109375, 0.625, -0.234375, 0.968765, 0.156252, -0.218753, -76.563667, -18.891279, 38.281834], 'time': 1683167634.8519}",2023-05-03 19:33:54.854102+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.8363}",2023-05-03 19:33:54.854198+00:00,500.4742563561665 499.86174221481247
"{'mot': [30, 0, 0.69562, 0.390625, 0.3125, -0.515625, 0.968765, 0.156252, -0.218753, -76.563667, -20.830336, 38.281834], 'time': 1683167634.8676}",2023-05-03 19:33:54.894473+00:00,500.4742563561665 499.86174221481247
"{'mot': [31, 0, 0.778903, 0.046875, 0.609375, -0.140625, 1.000015, 0.156252, -0.187503, -76.563667, -18.747301, 38.281834], 'time': 1683167634.8832}",2023-05-03 19:33:54.894630+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.8676}",2023-05-03 19:33:54.894732+00:00,500.4742563561665 499.86174221481247
"{'mot': [32, 0, 0.807376, 0.328125, 0.25, -0.421875, 0.968765, 0.156252, -0.187503, -76.563667, -16.872572, 38.281834], 'time': 1683167634.8988}",2023-05-03 19:33:54.934378+00:00,500.4742563561665 499.86174221481247
"{'mot': [33, 0, 0.735372, 0.1875, 0.5625, -0.328125, 0.968765, 0.156252, -0.187503, -76.563667, -15.185314, 38.281834], 'time': 1683167634.9144}",2023-05-03 19:33:54.934502+00:00,500.4742563561665 499.86174221481247
"{'mot': [34, 0, 0.655878, 0.265625, 0.578125, -0.40625, 0.968765, 0.156252, -0.218753, -76.563667, -13.666783, 38.281834], 'time': 1683167634.9301}",2023-05-03 19:33:54.934601+00:00,500.4742563561665 499.86174221481247
"{'pow': [2.21, 6.566, 1.413, 1.061, 0.411, 0.538, 1.315, 0.907, 0.307, 0.259, 5.94, 15.525, 2.356, 0.797, 0.359, 4.607, 7.036, 1.189, 1.409, 0.336, 2.881, 9.892, 2.319, 0.812, 0.631], 'time': 1683167634.9301}",2023-05-03 19:33:54.934718+00:00,500.4742563561665 499.86174221481247
"{'signal': 1.0, 'dev': [4, 4, 4, 4, 4, 100], 'batteryPercent': 80, 'time': 1683167634.9301}",2023-05-03 19:33:54.934795+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.8988}",2023-05-03 19:33:54.934870+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.9301}",2023-05-03 19:33:54.934943+00:00,500.4742563561665 499.86174221481247
"{'mot': [35, 0, 0.71841, 0.15625, 0.609375, -0.296875, 0.968765, 0.156252, -0.187503, -76.563667, -12.300105, 38.281834], 'time': 1683167634.9457}",2023-05-03 19:33:54.954324+00:00,500.4742563561665 499.86174221481247
"{'mot': [36, 0, 0.539459, 0.4375, 0.40625, -0.59375, 1.000015, 0.156252, -0.187503, -76.563667, -11.070094, 38.281834], 'time': 1683167634.9613}",2023-05-03 19:33:54.993849+00:00,500.4742563561665 499.86174221481247
